roi1,extroi1,roi2,extroi2,roi3,extroi3,roi4,extroi4,roiexc1,extroiexc1,roiexc2,extroiexc2,dilroi1,dilroi2,dilroi3,dilroi4,dilroiexc1,dilroiexc2,evaluation,bidir,label,fgnum,hemi,slabel,shemi,nhlabel,wbt,usecortex,tckmaxlen,tckminlen,tckangle,algorithm,select,cutoff,maxDist,maxLen,numNodes,meanmed,maxIter
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_8B_Lateral,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL46,46,L,AL46,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-AV,.nii.gz,R_RetroSplenial_Complex,.nii.gz,CGC_roi2_R,.nii.gz,NO,.nii.gz,Right-MDl_AND_Right-MDm,.nii.gz,NO,.nii.gz,1,1,1,0,0,0,0,1,HAL47,47,L,AL47,L,AL,0,0,200,20,45,iFoD2,5000,0.05,4,4,100,median,3
Right-AV,.nii.gz,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,.nii.gz,CGC_roi2_R,.nii.gz,NO,.nii.gz,Right-MDl_AND_Right-MDm,.nii.gz,NO,.nii.gz,1,1,1,0,0,0,0,1,HAL48,48,L,AL48,L,AL,0,0,200,20,45,iFoD2,5000,0.05,4,4,100,median,3
Right-AV,.nii.gz,R_Entorhinal_Cortex,.nii.gz,CGC_roi2_R,.nii.gz,CGC_roi1_R,.nii.gz,Right-MDl_AND_Right-MDm,.nii.gz,R_Perirhinal_Ectorhinal_Cortex,.nii.gz,1,1,0,0,0,0,0,1,HAL49,49,L,AL49,L,AL,0,0,220,100,45,iFoD2,5000,0.05,4,4,100,median,3
Right-AV,.nii.gz,ctx_rh_G_and_S_cingul-Ant,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-MDl_AND_Right-MDm,.nii.gz,Left-Cerebral-White-Matter,.nii.gz,1,1,0,0,0,0,0,1,HAL50,50,L,AL50,L,AL,0,0,120,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-AV,.nii.gz,Right-MammillaryBody,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-MDl_AND_Right-MDm,.nii.gz,NO,.nii.gz,1,1,0,0,0,0,0,1,HAL51,51,L,AL51,L,AL,0,0,60,10,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,Right-Basal-nucleus_AND_Right-Lateral-nucleus,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL52,52,L,AL52,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_TG_dorsal,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL53,53,L,AL53,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_8BM,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL54,54,L,AL54,L,AL,0,0,180,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_9_Middle,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL55,55,L,AL55,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_10r,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL56,56,L,AL56,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_10v,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL57,57,L,AL57,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_25,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL58,58,L,AL58,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_p32,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL59,59,L,AL59,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_s32,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL60,60,L,AL60,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_10d,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL61,61,L,AL61,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_posterior_10p,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL62,62,L,AL62,L,AL,0,0,180,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_anterior_10p,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL63,63,L,AL63,L,AL,0,0,180,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Polar_10p,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL64,64,L,AL64,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_11l,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL65,65,L,AL65,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_anterior_47r,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL66,66,L,AL66,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_47m,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL67,67,L,AL67,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_47s,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL68,68,L,AL68,L,AL,0,0,120,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_13l,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL69,69,L,AL69,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Orbital_Frontal_Complex,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL70,70,L,AL70,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_posterior_OFC_Complex,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL71,71,L,AL71,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_44,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL72,72,L,AL72,L,AL,0,0,130,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_45,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL73,73,L,AL73,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_47l,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL74,74,L,AL74,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_posterior_47r,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL75,75,L,AL75,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area__IFSa,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL76,76,L,AL76,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_IFSp,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL77,77,L,AL77,L,AL,0,0,130,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_IFJa,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL78,78,L,AL78,L,AL,0,0,110,40,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_IFJp,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL79,79,L,AL79,L,AL,0,0,100,40,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_9_anterior,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL80,80,L,AL80,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_9_Posterior,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL81,81,L,AL81,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_8Ad,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL82,82,L,AL82,L,AL,0,0,180,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_9-46d,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL83,83,L,AL83,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_anterior_9-46v,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL84,84,L,AL84,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_46,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL85,85,L,AL85,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_posterior_9-46v,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL86,86,L,AL86,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_8C,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL87,87,L,AL87,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_8Av,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL88,88,L,AL88,L,AL,0,0,180,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Inferior_6-8_Transitional_Area,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL89,89,L,AL89,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Superior_6-8_Transitional_Area,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL90,90,L,AL90,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Superior_Frontal_Language_Area,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL91,91,L,AL91,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Right-MDl_AND_Right-MDm,.nii.gz,R_Area_8B_Lateral,.nii.gz,NO,.nii.gz,NO,.nii.gz,Right-AV,.nii.gz,Right-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL92,92,L,AL92,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
